"050040200017";0;35;"2020-03-11";3;"0856";3;0;4;2;1;2;204;0;0;0;780;2;3;01;3;3;1;1;3;0;0;00;2;01;00;;3;13;"04";1;1;0;0;1;3;500;2;1;1;"-645143,192";"-1049655,656";"-645143,192";"-1049655,656";"-645142,4";"-1049653,738";"";"";"";"dálnice";"D35";"1630001";"";"Souhlasnýsesmìremúseku";"Pomalý";"575429";"";"GN_V0.1UIR-ADR_410";"2"
"050040200019";0;11;"2020-03-19";4;"1260";1;2;0;2;1;2;203;0;0;0;8650;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;3;32;"05";1;0;0;0;1;1;250;2;1;1;"-656846,884";"-1048593,207";"-656846,884";"-1048593,207";"-656846,907";"-1048592,923";"";"";"";"dálnice";"D11";"1340406";"";"Souhlasnýsesmìremúseku";"Pomalý";"572853";"";"GN_V0.1UIR-ADR_410";"2"
"050040200020";0;11;"2020-03-20";5;"1430";3;0;4;2;1;2;508;0;0;0;609;2;1;01;1;1;1;3;3;0;0;05;1;01;00;;5;62;"98";3;0;0;0;1;1;200;3;1;1;"-655710,698";"-1048597,948";"-655710,698";"-1048597,948";"-655710,18";"-1048591,333";"";"";"";"dálnice";"D11";"3660969";"";"Souhlasnýsesmìremúseku";"Pomalý";"569968";"";"GN_V0.1UIR-ADR_410";"2"
"050040200024";0;11;"2020-05-11";1;"1845";3;0;4;2;1;2;204;0;0;0;2400;3;3;01;4;3;1;6;2;0;0;00;1;01;00;;3;02;"18";3;1;0;0;1;3;2000;2;1;1;"-661504,887";"-1048755,094";"-661504,887";"-1048755,094";"-661507,511";"-1048758,903";"";"";"";"dálnice";"D11";"3656820";"";"Souhlasnýsesmìremúseku";"Pomalý";"575097";"";"GN_V0.1UIR-ADR_410";"2"
"050040200029";0;35;"2020-05-20";3;"0040";5;0;0;2;4;0;100;0;0;0;200;2;1;01;1;4;1;3;1;0;0;05;1;01;00;;3;39;"20";3;0;0;0;1;3;200;2;1;1;"-645516,534";"-1049560,216";"-645516,534";"-1049560,216";"-645514,769";"-1049550,202";"";"";"";"dálnice";"D35";"1629997";"";"Souhlasnýsesmìremúseku";"Pomalý";"575429";"";"GN_V0.1UIR-ADR_410";"2"
"050040200030";0;35;"2020-05-21";4;"1500";5;0;0;2;4;0;100;0;0;0;500;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;39;"09";3;0;0;0;1;1;500;2;1;1;"-646602,884";"-1049347,981";"-646602,884";"-1049347,981";"-646599,724";"-1049337,643";"";"";"";"dálnice";"D35";"3503111";"";"Souhlasnýsesmìremúseku";"Pomalý";"574856";"";"GN_V0.1UIR-ADR_410";"2"
"050040200031";0;11;"2020-05-21";4;"2224";5;0;0;2;4;0;100;0;0;0;1500;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;4;47;"16";3;0;1;0;1;1;1500;2;1;1;"-656592,727";"-1048559,73";"-656592,727";"-1048559,73";"-656592,548";"-1048562,522";"";"";"";"dálnice";"D11";"1329548";"";"Souhlasnýsesmìremúseku";"Pomalý";"572853";"";"GN_V0.1UIR-ADR_410";"2"
"050040200033";0;11;"2020-05-25";1;"1360";3;0;4;2;1;2;204;0;0;0;3030;4;3;01;4;3;1;3;1;0;0;00;1;01;00;;3;33;"15";3;1;1;0;1;3;3000;2;1;1;"-661187,667";"-1049003,36";"-661187,667";"-1049003,36";"-661184,885";"-1048998,983";"";"";"";"dálnice";"D11";"3656819";"";"Souhlasnýsesmìremúseku";"Pomalý";"575097";"";"GN_V0.1UIR-ADR_410";"2"
"050040200034";0;11;"2020-01-01";3;"2560";3;0;4;2;1;0;508;0;0;0;120;3;1;01;1;1;1;3;2;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-661396,582";"-1048867,931";"-661396,582";"-1048867,931";"-661396,749";"-1048868,29";"";"";"";"místníkomunikace";"";"2588611";"";"";"Pomalý";"575097";"";"GN_V0.1UIR-ADR_410";"2"
"050040200038";0;11;"2020-06-08";1;"0760";1;4;0;2;1;2;508;0;0;0;3600;2;3;01;1;1;1;3;1;0;0;00;1;02;00;;3;13;"06";1;0;0;1;1;1;600;2;1;1;"-655059,772";"-1048690,405";"-655059,772";"-1048690,405";"-655057,985";"-1048680,983";"";"";"";"dálnice";"D11";"1340408";"";"Souhlasnýsesmìremúseku";"Pomalý";"575569";"";"GN_V0.1UIR-ADR_410";"2"
