"002100200333";0;0;"2020-01-08";3;"2200";3;0;3;2;1;2;508;0;0;0;3650;2;3;01;1;4;1;6;0;0;0;00;1;01;00;;5;19;"04";3;0;1;0;1;1;3500;3;1;1;"";"";"-740800,717";"-1053738,046";"-740800,690";"-1053738,501";"";"";"";"místníkomunikace";"";"";"";"";"";"";"";"";"2"
"002100200387";0;0;"2020-01-09";4;"1900";1;3;0;2;1;2;411;0;0;0;120;2;3;01;1;4;1;6;1;0;5;00;1;02;00;;3;19;"16";3;0;1;0;1;1;20;3;1;1;"";"";"-746537,189";"-1042631,547";"-746537,208";"-1042630,953";"";"";"";"sledovanákomunikace";"";"";"";"";"";"";"";"";"2"
"002100201482";0;0;"2020-01-31";5;"1200";1;2;0;2;1;2;411;0;0;0;1200;2;3;01;1;1;1;6;1;0;5;00;1;03;00;;3;16;"07";1;0;1;0;1;1;0;2;1;1;"";"";"-740538,453";"-1055380,939";"-740538,396";"-1055380,69";"";"";"";"silnice1.tøídy";"D0";"1756819";"";"Souhlasnýsesmìremúseku";"Pomalý";"539881";"";"GN_V0.1UIR-ADR_410";"2"
"002100201947";0;0;"2020-02-09";0;"1635";1;3;0;2;1;2;411;0;0;0;2300;2;1;01;1;1;1;6;1;0;5;00;1;02;00;;3;39;"15";3;0;1;0;1;1;800;2;1;1;"";"";"-732016,557";"-1056790,381";"-732015,661";"-1056794,186";"";"";"";"dálnice";"D0";"3665116";"";"Souhlasnýsesmìremúseku";"Pomalý";"598267";"";"GN_V0.1UIR-ADR_410";"2"
"002100203556";0;0;"2020-03-11";3;"1250";1;4;0;2;1;2;503;0;0;0;1000;2;3;01;1;1;1;6;1;0;0;00;1;02;00;;3;04;"00";1;0;1;0;1;1;300;2;1;1;"";"";"-741638,071";"-1055298,594";"-741637,971";"-1055297,776";"";"";"";"sledovanákomunikace";"";"";"";"";"";"";"";"";"2"
"002100204077";0;0;"2020-03-27";5;"0755";3;0;4;2;1;0;203;0;0;0;500;2;1;01;1;1;1;6;1;0;0;00;1;01;00;;3;32;"18";1;0;1;0;1;1;400;3;1;1;"";"";"-752725,367";"-1043557,903";"-752725,277";"-1043557,991";"";"";"";"sledovanákomunikace";"";"";"";"";"";"";"";"";"2"
"002100205055";0;0;"2020-04-22";3;"1730";5;0;0;2;4;0;100;0;0;0;500;3;1;01;1;1;1;6;1;0;0;00;1;01;00;;7;10;"16";3;0;1;0;1;1;400;3;1;1;"";"";"-737103,452";"-1057800,277";"-737103,456";"-1057800,336";"";"";"";"dálnice";"D0";"3665210";"";"Souhlasnýsesmìremúseku";"Pomalý";"539325";"";"GN_V0.1UIR-ADR_410";"2"
"002100205105";0;0;"2020-04-23";4;"1550";3;0;4;1;1;0;205;1;0;0;2000;2;1;01;1;1;1;6;1;0;0;00;3;01;00;;2;16;"17";1;0;1;1;1;3;2000;2;1;1;"";"";"-740278,731";"-1055647,916";"-740276,766";"-1055647,571";"";"";"";"dálnice";"D0";"3459808";"";"Souhlasnýsesmìremúseku";"Pomalý";"539881";"";"GN_V0.1UIR-ADR_410";"2"
"002100205152";0;0;"2020-04-24";5;"1415";1;4;0;2;1;0;503;0;0;0;6000;2;1;01;1;1;1;6;1;0;0;00;1;02;00;;7;40;"14";3;0;1;1;1;1;4500;3;1;1;"";"";"-732790,107";"-1056968,985";"-732791,606";"-1056962,811";"";"";"";"dálnice";"D0";"3665856";"";"Souhlasnýsesmìremúseku";"Pomalý";"538167";"";"GN_V0.1UIR-ADR_410";"2"
"002100205369";0;0;"2020-02-12";3;"2560";3;0;4;2;1;0;516;0;0;0;1000;2;1;01;1;1;1;6;1;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"";"";"-740740,72";"-1055352,713";"-740740,923";"-1055355,442";"";"";"";"dálnice";"D0";"3514214";"";"Souhlasnýsesmìremúseku";"Pomalý";"539881";"";"GN_V0.1UIR-ADR_410";"2"
