"060044204006";0;1;"2020-01-18";6;"1820";3;0;3;2;1;2;204;0;0;0;495;3;8;01;5;6;1;3;3;0;0;00;2;01;00;;3;02;"17";3;1;1;0;1;1;400;2;1;1;"-533941,085";"-1146838,715";"-533949,687";"-1146839,253";"-533950,163";"-1146839,288";"";"";"";"dálnice";"D1";"3072958";"";"Souhlasnısesmìremúseku";"Pomalı";"517887";"";"GN_V0.1UIR-ADR_410";"2"
"060044204019";0;1;"2020-02-16";0;"1560";5;0;0;2;4;0;100;0;0;0;1100;4;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;39;"12";3;0;0;0;1;3;1000;2;1;1;"-555334,635";"-1151339,072";"-555334,635";"-1151339,072";"-555334,513";"-1151344,44";"";"";"";"dálnice";"D1";"3657132";"";"Souhlasnısesmìremúseku";"Pomalı";"589764";"";"GN_V0.1UIR-ADR_410";"2"
"060044204020";0;1;"2020-02-21";5;"0715";5;0;0;2;4;0;100;0;0;0;430;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;26;"16";3;0;1;0;1;1;400;2;1;1;"-552702,441";"-1150920,929";"-552702,441";"-1150920,929";"-552702,78";"-1150914,865";"";"";"";"dálnice";"D1";"1745066";"";"Souhlasnısesmìremúseku";"Rychlı";"590193";"";"GN_V0.1UIR-ADR_410";"2"
"060044204033";0;1;"2020-04-30";4;"2560";3;0;3;2;1;0;516;0;0;0;150;2;1;01;1;6;1;3;3;0;0;00;3;01;00;;17;;"XX";;;;;;;0;;;;"-534333,02";"-1145451,912";"-534333,02";"-1145451,912";"-534337,304";"-1145454,863";"";"";"";"dálnice";"D1";"2380162";"";"Souhlasnısesmìremúseku";"Pomalı";"517666";"";"GN_V0.1UIR-ADR_410";"2"
"060044204038";0;1;"2020-05-19";2;"0215";5;0;0;2;4;0;100;0;0;0;640;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;5;19;"19";3;0;0;0;1;1;500;2;1;0;"-551311,213";"-1151083,239";"-551311,213";"-1151083,239";"-551310,806";"-1151081,823";"";"";"";"dálnice";"D1";"1522262";"";"Souhlasnısesmìremúseku";"Pomalı";"590193";"";"GN_V0.1UIR-ADR_410";"2"
"060044204040";0;1;"2020-05-19";2;"2560";3;0;3;2;1;0;508;0;0;0;30;3;1;01;1;1;1;3;3;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-534005,966";"-1148175,083";"-534005,966";"-1148175,083";"-534014,052";"-1148174,454";"";"";"";"dálnice";"D1";"3719149";"";"Souhlasnısesmìremúseku";"Pomalı";"589225";"";"GN_V0.1UIR-ADR_410";"2"
"060044204048";0;1;"2020-05-30";6;"2140";5;0;0;2;4;0;100;0;0;0;440;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;39;"17";1;0;1;0;1;1;300;3;1;1;"-550565,153";"-1151406,383";"-550565,153";"-1151406,383";"-550561,553";"-1151399,039";"";"";"";"dálnice";"D1";"3072953";"";"Souhlasnısesmìremúseku";"Pomalı";"552887";"";"GN_V0.1UIR-ADR_410";"2"
"060044204049";0;1;"2020-05-29";5;"1630";3;0;4;2;1;0;508;0;0;0;600;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;47;"17";1;0;0;0;1;3;600;3;1;1;"-559185,733";"-1152313,534";"-559185,733";"-1152313,534";"-559183,438";"-1152321,157";"";"";"";"dálnice";"D1";"3072935";"";"Opaènıkesmìruúseku";"Rychlı";"593117";"";"GN_V0.1UIR-ADR_410";"2"
"060044204050";0;1;"2020-06-01";1;"2560";3;0;4;2;1;0;508;0;0;0;100;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;17;;"XX";;;;;;;0;;;;"-534000,215";"-1149175,045";"-534000,215";"-1149175,045";"-533995,689";"-1149174,38";"";"";"";"dálnice";"D1";"3669981";"";"Opaènıkesmìruúseku";"Rychlı";"589225";"";"GN_V0.1UIR-ADR_410";"2"
"060044204051";0;1;"2020-06-04";4;"0130";5;0;0;2;4;0;100;0;0;0;90;3;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;39;"18";1;0;0;0;1;1;50;2;1;1;"-554265,37";"-1151215,047";"-554265,37";"-1151215,047";"-554263,562";"-1151223,189";"";"";"";"dálnice";"D1";"3532070";"";"Souhlasnısesmìremúseku";"Pomalı";"589721";"";"GN_V0.1UIR-ADR_410";"2"
