"020106200579";2;1;1;08
"020106200612";2;1;1;04
"020106200696";3;1;3;06
"020106200698";2;1;1;01
"020106200733";2;1;1;04
"020106200743";2;1;1;00
"020106200753";2;1;1;00
"020106200822";2;1;1;10
"020206200046";1;6;3;00
"020206200085";2;0;7;00
"020206200087";2;9;5;08
"020206200107";2;2;2;10
"020206200167";1;1;1;08
"020206200210";2;9;2;10
"020206200243";4;0;0;00
"020206200253";2;1;1;08
"020206200291";2;1;1;09
"020206200303";3;1;1;08
"020206200306";3;1;3;10
"020306200011";1;1;1;04
"020306200298";2;1;3;00
"020306200317";1;2;3;10
"020306200327";2;1;1;08
"020306200350";2;1;1;01
"020506200002";1;1;1;07
"020506200062";5;0;0;00
"020506200071";1;9;0;08
"020506200079";1;8;5;00
"020506200222";1;1;1;00
"020506200229";1;1;1;04
"020506200260";5;0;0;00
"020506200274";1;1;0;04
"020606200064";3;1;1;04
"020606200081";2;9;1;00
"020606200139";2;1;1;00
"020606200178";1;1;1;04
"020606200246";1;0;5;00
"020606200285";3;1;3;10
"020606200286";3;1;0;09
"020606200287";2;1;4;08
"020706200023";2;1;1;04
"020706200135";2;1;0;09
"020706200236";1;1;0;09
"020706200252";2;1;1;07
"020806200022";5;0;0;00
"020806200033";1;1;1;10
"020806200074";1;1;1;10
"020806200140";2;1;1;00
"020806200263";1;9;5;00
"020806200265";2;1;1;10
"020806200341";3;1;3;04
"020806200358";2;5;1;07
"020806200388";3;1;1;04
"020806200390";3;1;8;06
"030106200044";2;1;1;04
"030106200071";1;9;5;09
"030106200143";3;1;8;00
"030106200183";1;4;1;08
"030106200296";2;1;1;00
"030106200315";2;1;1;01
"030406200001";1;9;3;10
"030406200018";2;1;7;10
"030406200019";3;1;3;00
"030406200044";2;1;1;04
"030406200057";2;1;1;08
"030406200063";2;1;1;00
"030406200115";2;9;0;04
"030406200124";1;1;1;00
"030406200162";3;1;1;04
"030406200227";2;1;3;02
"030406200230";2;1;1;04
"030406200261";3;1;3;06
"030406200299";1;9;0;00
"030406200303";2;1;1;00
"030406200318";2;1;1;00
"030506200007";1;1;1;00
"030506200012";2;2;0;00
"030506200067";2;1;6;00
"030506200082";2;1;1;01
"030506200107";5;1;1;04
"030506200117";2;1;1;01
"030506200143";2;1;1;01
"030506200150";1;1;1;01
"030506200161";2;4;3;10
"030506200172";1;1;2;02
"030506200176";2;4;1;04
"030506200186";1;0;0;00
"030506200190";1;0;0;00
"030506200234";2;1;1;04
"030506200242";2;1;1;08
"030506200253";1;0;0;02
"030506200284";3;1;3;00
"030506200395";1;1;1;04
"030506200411";1;9;1;00
"030506200433";1;1;1;08
"030506200458";1;1;1;00
"030506200466";1;1;1;00
"030506200500";1;0;0;09
"030506200510";2;1;0;01
"030506200516";3;1;1;05
"030506200520";3;2;7;10
"030506200540";1;1;1;10
"030506200556";2;1;4;02
"030506200574";1;9;3;10
"030506200581";2;1;2;00
"030506200583";1;0;0;00
"030506200588";1;1;0;00
"030506200653";1;9;1;00
"030506200691";1;1;1;08
"030506200698";1;0;0;00
"030506200722";3;1;3;00
"030506200724";1;0;3;10
"030506200766";1;0;3;06
"030506200801";1;4;1;04
"030506200816";2;2;3;10
"030506200825";2;1;4;02
"030506200828";1;1;1;01
"030506200833";2;1;1;04
"030506200875";2;1;0;00
"030506200880";5;1;1;01
"030506200898";1;9;7;02
"030806200006";2;0;0;00
"030806200010";2;1;1;04
"030806200017";1;0;0;00
"030806200024";1;2;3;10
"030806200025";3;1;3;06
"030806200100";3;1;2;00
"030806200108";2;1;1;04
"030806200111";2;1;1;10
"030806200147";2;1;1;06
"030806200149";2;1;1;06
"031006200018";1;9;0;09
"031006200019";3;1;1;04
"031006200037";3;0;0;04
"031006200064";1;1;1;06
"031006200079";2;1;1;04
"031006200100";1;9;5;00
"031006200122";2;0;2;10
"031006200173";1;0;3;09
"031006200215";1;0;3;10
"031006200221";1;1;3;10
"031106200001";1;1;3;00
"031106200070";1;9;3;00
"031106200083";1;1;1;08
"031106200085";2;1;0;10
"031106200104";2;2;0;00
"031106200115";1;9;0;00
"031106200270";1;1;1;04
"031106200285";3;1;0;04
"031106200353";1;1;3;10
"031106200367";2;1;1;08
"040206200001";1;2;5;09
"040206200041";1;1;1;04
"040206200082";2;1;1;00
"040206200113";2;2;2;05
"040206200118";1;1;1;08
"040206200122";5;0;0;00
"040206200246";2;1;3;04
"040206200428";3;2;3;10
"040206200449";1;1;3;10
"040206200500";1;1;1;00
"040206200574";3;2;7;10
"040206200601";3;2;5;04
"040206200629";3;1;1;04
"040206200702";1;1;1;08
"040206200752";1;5;0;06
"040206200785";2;1;1;04
"040206200879";1;1;1;04
"040306200016";1;2;6;00
"040306200088";3;1;3;04
"040306200098";3;1;3;10
"040306200099";3;2;3;06
"040306200122";5;0;0;00
"040306200232";2;1;1;04
"040306200235";2;1;1;10
"040306200260";1;1;1;04
"040306200264";1;9;1;10
"040306200283";1;1;2;08
"040306200359";1;1;1;04
"040306200390";2;1;1;04
"040306200460";1;1;1;04
"040306200463";1;1;1;10
"040306200472";3;2;3;06
"040306200583";3;1;3;10
"040306200644";1;1;0;08
"040306200679";3;1;1;00
"040306200699";2;1;1;04
"040306200716";2;1;1;00
"040306200749";3;1;3;10
"040306200894";1;1;1;07
"040606200044";2;1;0;00
"040606200368";2;1;1;00
"040606200404";2;1;1;00
"040606200473";2;1;1;08
"040606200562";1;2;6;00
"040606200613";3;1;3;00
"040606200625";2;1;0;10
"040606200626";3;1;3;10
"040606200658";3;1;1;04
"040606200675";1;1;1;00
"040606200700";1;1;1;00
"040606200740";1;1;1;04
"040606200876";2;1;1;04
"040606200877";2;1;1;00
"040606200915";2;1;1;04
"040706200087";5;0;0;00
"040706200096";2;1;1;04
"040706200140";3;1;1;04
"040706200262";1;1;1;07
"040706200293";2;1;1;08
"040706200386";2;0;3;00
"040706200571";2;1;1;04
"040706200585";2;1;5;03
"040706200643";1;1;1;07
"040706200734";3;2;7;06
"040706200746";1;2;3;00
"040706200777";2;1;2;10
"040706200828";3;1;1;04
"040706200843";1;2;2;04
"040706200856";1;1;1;10
"040806200014";2;1;1;04
"040806200016";2;1;1;04
"040806200027";2;1;1;04
"040806200148";2;1;1;04
"040806200152";2;1;1;04
"040806200271";1;0;0;00
"040806200285";3;2;7;10
"040806200288";1;1;1;00
"040806200340";3;2;3;06
"040806200383";2;1;0;00
"040806200459";2;1;1;04
"040806200475";1;9;6;00
"040806200532";2;7;0;09
"040806200564";3;1;8;00
"040806200586";3;1;7;06
"040806200641";1;2;4;10
"040906200019";1;1;2;10
"040906200028";2;9;1;04
"040906200062";1;1;1;04
"040906200075";3;2;3;10
"040906200088";2;2;3;10
"040906200092";5;0;0;00
"040906200110";3;1;7;04
"040906200117";1;2;3;02
"040906200151";1;4;3;05
"040906200222";1;1;1;05
"040906200245";3;1;2;00
"040906200291";2;2;2;03
"040906200341";5;0;0;00
"040906200380";1;1;1;08
"040906200467";2;1;1;00
"040906200473";2;1;1;04
"040906200527";1;9;5;00
"040906200543";2;0;0;00
"040906200549";3;1;3;06
"040906200579";2;9;3;10
"040906200600";3;1;3;10
"040906200625";2;1;1;07
"040906200644";3;1;3;06
"040906200665";3;1;3;06
"040906200679";2;1;1;07
"040906200691";2;1;1;07
"040906200710";2;5;1;00
"040906200807";2;2;2;10
"040906200811";5;0;0;00
"040906200825";1;4;1;01
"040906200856";1;1;1;00
"041006200001";5;0;0;00
"041006200028";2;1;1;04
"041006200047";1;1;1;04
"041006200075";3;2;2;10
"041006200086";2;0;1;04
"041006200116";1;1;1;04
"041006200117";2;2;2;04
"041006200130";2;0;0;04
"041006200157";1;9;0;00
"041006200159";2;1;1;04
"041006200168";2;2;5;10
"041006200220";2;1;1;04
"041006200293";1;1;2;10
"041006200301";1;0;2;10
"041006200316";2;2;3;10
"041006200328";1;1;1;00
"041006200369";2;1;1;04
"041006200461";3;1;2;10
"041006200560";3;2;3;00
"041006200624";2;1;1;04
"041006200648";2;1;1;04
"041006200692";1;0;2;09
"041006200693";2;1;1;00
"041006200746";1;1;1;04
"041006200785";3;1;3;03
"041006200797";1;5;7;10
"041006200798";3;1;5;04
"041006200902";2;1;1;07
"041006200923";3;2;3;10
"041006201026";2;1;0;00
"041006201047";3;2;3;00
"041006201135";2;1;0;06
"050206200031";1;9;0;10
"050206200088";3;2;1;04
"050206200101";1;1;1;04
"050206200128";1;1;1;04
"050206200161";2;1;1;04
"050206200180";3;1;3;04
"050206200264";2;1;1;04
"050206200288";2;1;0;10
"050206200361";5;7;1;04
"050206200406";2;1;1;04
"050206200414";2;2;2;10
"050206200470";2;1;1;10
"050206200487";3;2;5;00
"050206200590";2;1;1;04
"050206200601";1;1;1;04
"050206200638";1;0;0;00
"050206200643";3;1;3;06
"050206200657";1;1;1;04
"050206200662";1;1;1;04
"050206200674";2;2;3;06
"050206200720";2;1;1;04
"050206200750";2;1;1;04
"050206200864";2;1;1;10
"050206200922";1;1;1;04
"050206200983";1;1;1;04
"050206201022";1;0;3;00
"050206201031";1;1;3;04
"050406200024";2;1;1;04
"050406200042";2;1;1;04
"050406200065";1;1;1;04
"050406200134";1;1;1;00
"050406200138";1;1;1;08
"050406200260";5;1;6;10
"050406200352";1;1;1;07
"050406200423";5;0;0;00
"050406200426";2;1;1;04
"050406200469";1;1;7;10
"050406200470";1;0;0;00
"050506200020";1;1;0;00
"050506200130";1;0;0;04
"050506200166";2;1;1;07
"050506200249";2;1;1;00
"050506200252";2;1;1;04
"050506200291";1;1;1;00
"050506200294";1;2;3;10
"050506200295";5;0;0;00
"050506200313";3;2;3;06
"050506200315";2;5;3;00
"050506200370";5;0;0;00
"050506200420";3;1;1;07
"050506200441";3;1;1;07
"050506200466";5;0;0;00
"050506200472";2;1;1;00
"050506200484";1;0;6;06
"050706200013";2;2;3;04
"050706200099";3;1;6;00
"050706200301";2;1;1;04
"050706200349";1;1;1;06
"050706200422";2;1;0;10
"051006200018";2;1;1;04
"051006200040";3;1;0;04
"051006200049";1;0;1;04
"051006200071";1;0;0;10
"051006200122";2;1;1;10
"051006200128";5;0;0;00
"051006200183";2;1;1;04
"051006200216";3;1;3;10
"051006200222";2;1;0;00
"051006200264";2;1;2;00
"051006200471";2;1;1;07
"051006200514";2;1;1;04
"051006200562";1;1;3;00
"051006200621";1;9;0;00
"051006200631";1;1;1;04
"051006200674";3;1;3;10
"051006200700";3;2;3;10
"060040200062";1;0;0;00
"060042202090";1;0;0;00
"060043203023";1;6;3;00
"060045205009";1;0;0;00
"060045205046";2;1;1;04
"060106200007";3;2;3;06
"060106200011";2;1;1;10
"060106200035";2;1;1;04
"060106200037";2;1;1;04
"060106200043";2;1;1;04
"060106200051";3;2;7;01
"060106200060";1;1;1;10
"060106200064";2;1;1;04
"060106200309";1;1;1;04
"060106200319";1;9;1;09
"060106200320";2;9;1;09
"060106200442";3;1;1;04
"060206200030";2;1;1;01
"060206200036";3;1;1;04
"060206200052";1;1;1;00
"060206200055";1;1;1;07
"060206200061";2;1;1;04
"060206200070";2;1;1;01
"060206200079";3;2;3;05
"060206200088";5;0;0;00
"060206200104";2;1;0;00
"060206200109";2;5;1;00
"060206200110";2;2;2;10
"060206200125";2;1;1;00
"060206200131";2;1;1;04
"060206200148";2;1;1;04
"060206200152";2;2;3;10
"060206200159";2;1;1;00
"060206200167";1;4;1;04
"060206200186";2;1;3;10
"060206200190";3;1;0;04
"060206200193";3;1;1;04
"060206200195";3;1;7;02
"060206200196";1;4;1;01
"060206200211";1;9;0;00
"060206200212";1;1;1;01
"060206200217";3;2;2;04
"060206200224";3;2;5;02
"060206200231";2;0;0;00
"060206200269";2;1;1;06
"060206200277";2;1;1;04
"060206200303";1;1;1;07
"060206200304";2;2;3;00
"060206200319";1;1;1;00
"060206200323";1;1;1;00
"060206200332";1;1;1;04
"060206200360";2;1;1;00
"060206200371";2;4;4;10
"060206200377";4;0;0;00
"060206200385";1;1;3;04
"060206200386";1;2;3;10
"060206200423";1;9;4;00
"060206200430";1;3;1;10
"060206200456";1;1;7;00
"060206200506";1;1;1;01
"060206200557";1;1;1;00
"060206200574";2;1;1;04
"060206200591";3;1;1;04
"060206200603";2;1;3;10
"060206200629";2;1;1;00
"060206200641";3;2;4;07
"060206200660";3;2;5;10
"060206200667";1;7;1;01
"060206200670";1;9;4;10
"060206200674";2;1;1;01
"060206200678";3;2;8;00
"060206200694";2;1;1;04
"060206200702";1;1;1;00
"060206200709";3;2;5;06
"060206200715";2;1;1;06
"060206200739";2;1;1;04
"060206200765";2;1;1;04
"060206200780";2;1;1;07
"060206200795";2;1;1;00
"060206200816";2;1;1;07
"060206200818";1;1;2;10
"060206200819";2;1;1;00
"060206200820";1;1;1;00
"060206200833";5;0;0;00
"060206200844";3;1;3;10
"060206200859";1;1;0;00
"060206200867";1;1;1;01
"060206200868";1;2;2;04
"060206200910";3;1;3;06
"060206200927";2;1;1;00
"060206200933";5;0;0;00
"060206200974";1;1;1;00
"060206200987";1;1;0;04
"060206200990";1;2;3;10
"060206201003";2;2;4;10
"060206201011";1;1;0;00
"060206201019";5;0;0;00
"060206201026";2;1;1;00
"060206201031";1;1;1;04
"060206201041";1;1;1;01
"060206201051";2;9;0;00
"060206201052";1;0;4;03
"060206201066";4;0;0;00
"060206201072";1;1;1;04
"060206201101";2;1;2;08
"060206201123";3;1;1;04
"060206201139";2;1;1;00
"060206201153";3;1;7;10
"060206201155";2;1;1;07
"060206201157";2;9;0;09
"060206201175";1;1;1;04
"060206201186";1;1;1;01
"060206201188";2;1;1;04
"060206201201";1;2;3;10
"060206201233";2;1;1;00
"060206201277";2;1;1;00
"060206201306";3;1;3;10
"060206201338";1;9;0;00
"060206201347";2;1;0;05
"060206201360";2;9;1;04
"060206201384";2;1;1;00
"060206201396";1;1;1;08
"060206201397";1;1;1;04
"060206201399";3;1;1;00
"060206201435";1;1;0;00
"060206201453";3;2;3;00
"060206201488";2;0;1;10
"060306200005";1;1;1;00
"060306200084";1;1;1;07
